ParlaMint-BE_2014-10-15-54-plenair-ip009x.u1	[[De voorzitter:]] De vergadering is geopend. La séance est ouverte.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u200	[[De voorzitter:]] Ik geef het woord aan de eerste minister.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u201	[[01.174 Kristof Calvo (Ecolo-Groen):]] Mijnheer de voorzitter, ik heb er geen enkel probleem mee dat de eerste minister zich laat horen, maar er is een heel duidelijke afspraak gemaakt in de Conferentie van voorzitters, deel uitmakend van een breder pakket van afspraken over de regeling der werkzaamheden, dat de eerste minister zou tussenkomen aan het einde van de verschillende betogen. Dat was de afspraak. U was daarbij, mijnheer Bracke. Wij hebben mee gezocht naar een consensus. De heer Vuye was daar trouwens ook. Dat was een expliciete afspraak, onder andere op aandringen van een aantal collega’s van de oppositie. Voor mij mag de eerste minister al interveniëren, want hij moet inderdaad over een en ander de puntjes op de i’s zetten. Na de voorbije achtenveertig uur lijkt het mij evenwel aangewezen om, als er afspraken werden gemaakt tijdens de Conferentie van voorzitters, deze ook te respecteren. Deze meerderheid staat voor een zeer duidelijke keuze. Ofwel probeert zij met de oppositie goede afspraken te maken, ofwel zal het hier elke week kermis zijn, en ik vrees dat dit geen goed idee is. Er werd een afspraak gemaakt, maar blijkbaar wordt die niet gerespecteerd en dat lijkt mij geen ideale werkwijze.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u202	[[De voorzitter:]] Mijnheer Calvo, ten eerste, u hebt zelf al een aantal keren gevraagd naar een reactie van de eerste minister. Ten tweede, artikel 100 van de Grondwet bepaalt dat wanneer de regering het woord vraagt, haar dat niet kan worden geweigerd. Bijgevolg geef ik zonder discussie het woord aan de eerste minister.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u203	[[01.175 Eerste minister Charles Michel:]] Mijnheer de voorzitter, geachte collega’s, ik heb zeer aandachtig geluisterd naar alle leden die zijn tussengekomen en ik wil zowel de leden van de oppositie als de leden van de meerderheid danken voor hun interventies. Wij voeren hier een politiek debat in het hart van de democratie. De start van deze nieuwe legislatuur is een belangrijk moment voor ons land. Voor de vijf volgende jaren moeten wij bepalen welke richting wij inslaan, welke politieke beslissingen wij nemen en welke sociale en economische beslissingen wij nemen voor ons land. Een eerste punt dat ik wil benadrukken, is dat deze regering gebaseerd is op de politieke engagementen die door vier partijen worden gesteund. Enkele leden zijn al tussengekomen over ons eerste engagement, te weten onze sterke wil om prioriteit te geven aan socio-economische maatregelen. Dat is een zeer duidelijk en sterk engagement. Wanneer ik terugblik op de voorbije tien jaar, merk ik dat elke regeringsvorming gepaard ging met een permanent communautair debat, met communautaire moeilijkheden. Een tweede punt in verband met de instellingen van ons land en de institutionele standstill zijn de vragen over de herziening van de Grondwet. Ook daar heb ik aandachtig geluisterd naar de vragen. Wij zullen doen wat men in België steeds doet wat dat betreft, met name op het einde van de legislatuur beslissingen nemen inzake de herziening van de Grondwet. Dat is wat men in ons land systematisch doet. Dat was ook tijdens de vorige legislatuur het geval. Een paar weken voor de verkiezingen heeft men binnen de meerderheid een politiek debat gevoerd over de toekomst van de Grondwet en de herziening ervan. Dat is heel duidelijk. Voor het overige gaan wij een sterk politiek engagement aan, te weten een volledige en loyale uitvoering van de zesde staatshervorming. De zesde staatshervorming werd door veel partijen gesteund. Sommige van die partijen behoren vandaag tot de meerderheid, andere zitten op federaal vlak in de oppositie. Er bestond een grote politieke consensus met een brede politieke meerderheid om naar de zesde staatshervorming te gaan. Het politiek engagement van de vier regeringspartijen is de loyale en concrete uitvoering van de zesde staatshervorming. Je suis naturellement conscient que, dans un tel cadre – et c'est la volonté de l'ensemble du gouvernement –, il sera essentiel que le comité de concertation, qui rassemble les entités fédérées et l'État fédéral, puisse trouver toute sa place pour mettre en ordre de manière correcte, sage, réaliste et responsable les décisions qui ont été prises, qui touchent à la fois aux mécanismes de financement entre l'État fédéral et les entités fédérées, mais aussi au transfert de compétences. Y aurait-il de la naïveté? Y aurait-il au sein de ce gouvernement le sentiment un peu idiot que ce premier engagement institutionnel supprimerait toute discussion revêtant une dimension communautaire? Bien entendu non! Il n'y a pas l'ombre d'une naïveté ni au sein du gouvernement ni au sein de la majorité. Bien sûr, de manière systématique, derrière des enjeux économiques et sociaux, il peut y avoir des questions de nature communautaire. J'ai constaté durant ces trois mois de négociation une volonté de se situer dans un esprit de solution économique et sociale pour notre pays. Je forme le vœu et je prends l'engagement que cet esprit de solution puisse dominer dans les mois et les années qui viennent. C'est un point que je souhaitais mettre en évidence. Geachte collega's, u hebt duidelijk begrepen dat de sociaal-economische hervormingen de absolute prioriteit van de regering zijn. Die zijn voor ons een topprioriteit, na de stabilisering van ons land in 2010 en 2011, met de zesde staatshervorming, waartoe beslist werd door een regering waarvan ook mijn partij deel uitmaakte. Ik assumeer. Nu is het tijd voor sociale en economische hervormingen. In de eerste plaats moesten wij onze verantwoordelijkheid nemen voor de begroting en het budgettair kader. Dat was cruciaal. Tegelijkertijd moeten wij onze Europese engagementen vervullen, met een evenwicht in 2018. De versoepeling van het traject was een duidelijke politieke keuze. Nous ne voulons pas l'austérité pour l'austérité. Au contraire, nous voulons donner la pleine capacité à ce gouvernement de réussir un assainissement budgétaire et de mettre en œuvre en parallèle – et ce n'est pas simple – des mesures de relance économique et sociale claires et responsables sur lesquelles je reviendrai dans quelques instants. Dans le cadre budgétaire, un premier choix a été fait et a été mis en évidence par mon collègue le vice-premier ministre Kris Peeters: nous avons choisi de considérer qu'il ne pouvait pas y avoir d'augmentation globale fiscale et parafiscale. Cela signifie, à l'inverse des choix qui ont été posés par le passé, que l'essentiel, 100 % des efforts d'assainissement budgétaire reposent sur des économies dans les dépenses: faire en sorte que l'État réduise son train de vie et, par ailleurs, assumer des réformes raisonnables et responsables dans le domaine de la sécurité sociale. Je reviendrai également sur ce point important. J'ajoute que tout cela sera fait avec un rapport 70/30, 30 % en recettes nouvelles, 70 % dans les réductions de dépenses, soit exactement la clé de répartition inverse de ce qui a été fait dans les années précédentes. Cela montre bien l'ampleur du caractère structurel des réformes que nous souhaitons mettre en œuvre sur le plan économique et social. Dire que nous voulons mettre en œuvre ces réformes, cela ne nous suffit pas. Nous avons, nous, la volonté absolue de joindre la parole aux actes. Pour nous, le premier objectif majeur – et j'espère qu'il est partagé par cette assemblée –, c'est la création d'activité, c'est la création d'emplois. Parce que la seule politique sociale réellement convaincante, réellement durable, la seule politique qui garantit dans la durée la possibilité de payer pour tout le monde des retraites, des soins de santé de qualité, et d'assumer lorsque l'on est confronté aux vents contraires de l'existence, par exemple lorsque l'on a un accident du travail, c'est de créer des emplois supplémentaires, c'est d'élargir l'assiette de celles et de ceux qui, par leur travail, sont solidaires, et par leurs cotisations, contribuent à financer la sécurité sociale. Op dit vlak zijn wij 100 % coherent. Wij hebben beslissingen genomen voor de competitiviteit, wat betekent dat er capaciteit komt voor onze kleine, middelgrote en grote ondernemingen, om te kunnen groeien, om meer te kunnen innoveren en om meer jobs te kunnen creëren dankzij meer middelen. Onze beslissingen op dat vlak zijn een sterk politiek signaal: wij zetten ongeveer 4 miljard euro in om de loonhandicap voor het einde van de legislatuur helemaal weg te werken. Dat is een politieke keuze, een belangrijk politiek signaal dat de voorbije jaren nooit is gegeven. Voor de regering, voor de vier partners, was een sterk signaal op het vlak van de competitiviteit niet genoeg. Daarom hebben wij ook de beslissing genomen om meer koopkracht te geven, niet alleen aan wie werkt, maar ook aan wie niet werkt. Wij willen een fiscale hervorming realiseren en daarmee willen wij niet wachten. Daarom komen er in 2015 fiscale middelen voor wie werkt. Pour ce faire, nous allons utiliser les frais professionnels. En clair, cela va permettre de concerner plus fortement les personnes à bas et moyens revenus qui travaillent et qui - cela a été reconnu voici quelques instants – recevront, année après année, 250 euros en moyenne par an et par contribuable. C'est donc un signal clair qui est donné. Enfin, dans le même temps, en rapport avec la décision relative au saut d'index, je tiens à mettre les points sur les "i", parce que j'ai entendu quelques fariboles à ce sujet. Nous considérons que cette enveloppe "bien-être" doit être mobilisée à plus de 100 % par comparaison avec la législature précédente, puisqu'elle sera augmentée d'environ 130 millions d'euros. Voilà la décision que nous avons prise sur le plan social.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u204	[[01.176 Laurette Onkelinx (PS):]] Cessez de nous faire prendre des vessies pour des lanternes! S'agissant du Comité de monitoring, je vous invite, monsieur le premier ministre, à relire les pages 118, 135 et 138: à la suite de la décision de l'ancien gouvernement, c'est à 100 % qu'étaient inscrites les sommes destinées au bien-être. Donc ce n'est pas d'une nouvelle politique qu'il s'agit. Il ne s'agit en rien de compenser le saut d'index qui va appauvrir les travailleurs, mais bien de recopier une décision qui a été prise à l'initiative des socialistes à la fin de la législature. (…)
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u205	[[01.177 Charles Michel, premier ministre:]] Restez calmes, détendez-vous, tout se passe bien. Permettez-moi de réagir, madame Onkelinx, parce que c'est probablement un détail pour vous – comme le dit la chanson -, mais pour nous ce n'en est pas un. Pas le premier euro de financement n'était prévu dans cette décision. Ensuite, est-il exact, oui ou non, que le précédent gouvernement n'a mobilisé que 60 % de l'enveloppe "bien-être"? Cela signifie un demi-milliard d'euros en moins!
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u206	[[01.178 Laurette Onkelinx (PS):]] Nous savons bien que M. Michel a parfois dit des contrevérités. Nous l'avons constaté entre l'avant-campagne électorale et l'après-campagne. Je répète ce que j'ai évoqué à la tribune tout à l'heure, à savoir que j'assume l'ensemble des décisions qui ont été prises par l'ancien gouvernement. Effectivement, au départ, l'enveloppe a été utilisée à 60 % et dans le pacte de compétitivité, que nous avons décidé en fin de législature, sur proposition des socialistes, l'enveloppe a été rehaussée à 100 % …
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u207	[[01.179 Charles Michel, premier ministre:]] Sans financement! Sans argent!
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u208	[[01.180 Laurette Onkelinx (PS):]] C'est inscrit, cher premier ministre, dans le Comité de monitoring.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u209	[[01.181 Charles Michel, premier ministre:]] Mesdames et messieurs, je voudrais poursuivre en disant que pour nous, si nous voulons créer des emplois, il ne s'agit pas simplement de travailler sur la baisse des charges, qui sont des freins à l'embauche et qui mettent en difficulté la capacité de maintenir des emplois. Il faut effectivement travailler sur l'assouplissement du marché du travail. Nous respectons le fait qu'il puisse y avoir des points de vue différents sur ce sujet. Nous avons la conviction que lorsqu'on travaille sur des mesures favorables aux heures supplémentaires dans l'horeca ou qu'on envisage l'annualisation du temps de travail pour pouvoir mieux concilier vie personnelle et vie professionnelle et pour, dans le même temps, donner plus de capacité de développement à nos entreprises, quand on libère davantage le travail étudiant pour supprimer les rigidités qui existent aujourd'hui, on contribue à prendre des mesures positives pour la capacité de créer des emplois, ce qui est extrêmement important pour nous.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u210	[[01.182 Catherine Fonck (cdH):]] Monsieur le premier ministre, vous nous parlez de ce qui va rentrer en plus dans la poche des travailleurs et du soutien que vous apportez aux entreprises. Vous l'avez dit et répété. Mais ce dont vous ne parlez pas, ni même maintenant - et par honnêteté, vous pourriez nous répondre - c'est de ce que vous leur retirez d'un autre côté. Vous nous parlez des 250 euros supplémentaires par an relatifs à l'augmentation des frais professionnels. Entre parenthèses, si c'est cela que vous appelez une réforme fiscale qui s'élevait à soi-disant 15 milliards en campagne électorale, nous en sommes loin! Mais passons! Cependant, à côté des 250 euros supplémentaires, vous retirez 500 euros pour le saut d'index, 316 euros pour la modération salariale, sans parler des accises sur le diesel. Je vous ai fait le compte tout à l'heure: soit moins 750 euros nets par an. Et que répondez-vous à l'Union des classes moyennes? Que répondez-vous au Syndicat Neutre pour Indépendants quand ils vous disent que vos mesures ne sont pas positives pour les entreprises, parce que vous retirez plus d'une main que ce que vous donnez de l'autre. Je reviens sur la couverture de la période de maladie des travailleurs, vous le savez très bien, cela aura un impact majeur sur les employeurs. Monsieur le premier ministre, c'est bien de nous parler de ce qui figure dans l'accord, mais par honnêteté intellectuelle, répondez tant sur ce qui figure dans l'accord que sur ce dont vous êtes beaucoup moins fier.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u211	[[01.183 Charles Michel, premier ministre:]] En termes d'honnêteté intellectuelle, c'est vrai que je vais éprouver quelque difficulté à pouvoir rivaliser sur le… Est-il possible de s'exprimer sans systématiquement entendre des cris pratiquement hystériques? Est-ce possible pour vous? En ce qui concerne la question du pouvoir d'achat, j'ai répondu avec clarté et je l'ai mentionné dans la déclaration gouvernementale. C'est précisément parce que nous sommes mobilisés pour augmenter le volume d'emploi que nous mettons en œuvre les premières et les meilleures mesures possibles pour faire en sorte que les personnes qui travaillent, qui ont des bas ou des moyens salaires, puissent être encouragées. Deuxièmement, s'agissant, et j'allais y arriver, du statut des indépendants, des PME, c'est un sujet qui tient à cœur de l'ensemble de la coalition. Je me réjouis de votre préoccupation sur ce sujet-là, nous n'avons pas toujours constaté la même mobilisation dans les années précédentes pour mettre en œuvre les réformes nécessaires en matière de protection sociale des indépendants. Quelques points très concrets simplement. D'abord, nous avons mobilisé plus de 150 millions d'euros pour faire en sorte que l'on puisse finaliser les avancées pour le statut social des indépendants. Cela veut dire, très concrètement, finaliser l'égalisation des pensions pour les indépendants, calculées comme pour les salariés. Point complémentaire: l'accès au deuxième pilier de pension pour les indépendants est maintenant autorisé. Enfin, cela concerne les indépendants aussi et je me permets de le mettre en évidence: dorénavant, sans aucune limite de rémunération, les indépendants et les salariés qui le souhaitent pourront continuer à travailler sans être sanctionnés. Vous avez par le passé beaucoup combattu cette mesure! Sur le salaire garanti, nous assumons parfaitement les mesures favorables, positives, et les mesures plus difficiles, plus délicates. Vous avez énoncé tout à l'heure des chiffres farfelus en parlant de 6 milliards d'euros. Le vice-premier ministre M. Kris Peeters a corrigé le propos tout à l'heure en disant bien, et je le répète ici pour la clarté, qu'il s'agit d'un montant maximum de plus ou moins 350 millions d'euros. Les modalités doivent être définies en concertation avec le gouvernement et avec les acteurs. Par ailleurs, cette mesure n'entrera pas en vigueur avant 2016. Voilà des réponses claires, précises, chiffrées aux questions posées.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u212	[[01.184 Karin Temmerman (sp.a):]] Mijnheer de voorzitter, ik had eigenlijk in het begin van de uiteenzetting van de eerste minister het woord gevraagd. U vond het toen niet nodig mij het te geven en ik begrijp dat. Ik dacht eerst de eerste minister volledig te laten uitspreken en hem dan van repliek te dienen, maar u hebt hem nu zelf onderbroken en het woord gegeven aan mevrouw Onkelinx. Daarom vraag ik het woord nu opnieuw, voor twee punten. Ten eerste is er een nieuw feit. Mijnheer de eerste minister, u hebt in het begin van uw uiteenzetting gezegd dat het de eerste regering zal zijn zonder hervormingen op federaal of communautair vlak. Misschien zijn er – wij hebben dat hier al een paar keer gehoord – verschillende versies van het regeerakkoord. Er is een CD&V-versie, er is nog een andere versie en ik moet nu vaststellen dat de N-VA blijkbaar nog een andere versie heeft. De heer Bourgeois heeft vanmiddag in het Vlaams Parlement het volgende verklaard. Ik lees voor uit de notulen: “In het federale regeerakkoord staat wel degelijk een passage dat een verklaring tot herziening van de Grondwet zal worden ingediend in de loop van deze regeerperiode.” Dat staat dus in het regeerakkoord!
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u213	[[01.185 Charles Michel, premier ministre:]] Je réponds de manière précise à de telles questions et je mesure bien que cela vous embarrasse. Le texte de la déclaration gouvernementale est clair. Je persiste et je signe: je confirme. Ik bevestig dit ook in het Nederlands. Zoals gewoonlijk in dit land kan er op het einde van de legislatuur een debat komen over de herziening van de Grondwet. Dat is niets nieuws, niets meer en niets minder. Punt.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u214	[[De voorzitter:]] Ik geef nu het woord aan de heer Calvo. Mevrouw Temmerman, u komt ook nog aan bod.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u215	[[01.186 Kristof Calvo (Ecolo-Groen):]] Mijnheer de eerste minister, ik heb een heel concrete vraag die u al 137 keer is gesteld. Ik wacht tot u volledig bent uitgesproken en dan legt u die tabel misschien alsnog aan het einde van uw speech op tafel. Ik ga het zo laten. Ik wil eerst de eerste minister laten uitpraten. Ik verwacht de tabel straks.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u216	[[01.187 Charles Michel, premier ministre:]] Je voudrais poursuivre maintenant sur les interpellations qui nous ont été adressées sur le terrain de la…
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u217	[[01.188 Laurette Onkelinx (PS):]] Il y a une phrase que je ne comprends pas bien dans votre accord de gouvernement: "À l'issue de la législature, comme le prévoit le système électoral et le permet la Constitution, il appartiendra aux électeurs de se prononcer sur les différents projets politiques." Avouez que cette phrase est difficile à comprendre, sauf si on écoute les propos tenus à nouveau par votre vice-premier ministre Jan Jambon qui dit: "Comme Kris Peeters l'a dit, pour les cinq prochaines années on n'a pas de réforme de l'État, mais on ne peut pas accepter un statu quo institutionnel pour dix ans. Aucune réforme de l'État n'est possible sous cette législature car Di Rupo a tout verrouillé." Oui, d'ailleurs, monsieur le premier ministre, ce n'est pas vous, c'est effectivement sous l'ancienne législature que l'on a tout verrouillé. M. Jan Jambon poursuit: "Par contre, tous les choix doivent pouvoir être ouverts pour que, à la fin de la législature, on puisse répondre à la volonté des électeurs. Si aux élections la Flandre et la Wallonie demandent ensemble une réforme de l'État, il devra être possible de la réaliser. L'électeur doit pouvoir décider." Donc, je vous demande, en écoutant les propos de M. Jambon dans une interview, s'il y a, oui ou non, un accord entre vous pour ouvrir largement à révision les articles de la Constitution et préparer par la suite une réforme de l'État? Cette question est toute simple.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u218	[[01.189 Minister Jan Jambon:]] Mijnheer de voorzitter, collega’s, er is een akkoord, een akkoord van 152 bladzijden dat wij minutieus zullen uitvoeren, van de eerste pagina linksboven tot de laatste pagina rechtsonder. Dat is het akkoord waardoor wij gebonden zijn. Daarnaast zijn er de Grondwet en de wetten van dit land. Natuurlijk mogen wij die toepassen. De heer Peeters zegt dat het mogelijk is dat wij in de volgende legislatuur de wil van de kiezer moeten uitvoeren en opnieuw institutionele hervormingen moeten doorvoeren. Ik zal dan aan zijn zijde staan om de hervormingen die wij de komende vijf jaar zullen doorvoeren, veilig te stellen. Misschien zal daar dan een grondwetswijziging voor nodig zijn. Dat zullen wij echter zien aan het einde van de legislatuur, zoals de Grondwet het voorschrijft. Dat staat in ons akkoord, niet meer en niet minder.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u219	[[01.190 Wouter Beke (CD&V):]] Mijnheer de voorzitter, sommigen zijn nu al een kwartier bezig met de vraag hoe het Parlement zal worden ontbonden. Ik stel voor dat wij terugkomen tot de vragen en de eerste minister het woord geven om een antwoord te bieden op de vraag hoe wij de komende vijf jaar in het Parlement zullen werken en welk inhoudelijk project wij gestalte willen geven.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u220	[[01.191 Laurette Onkelinx (PS):]] Monsieur le président, à propos d'une déclaration de politique gouvernementale, nous avons le droit de poser des questions durant toute la législature.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u221	[[01.192 Olivier Maingain (FDF):]] Monsieur le président, M. Jambon, par son intervention, a voulu rassurer; au contraire, il a jeté le trouble. Ce n'est pas nouveau chez lui. Ce qu'il nous dit est extraordinaire: "Si nous n'avons pas la garantie que ce que nous ferons sous ce gouvernement sera pérennisé, il nous faut la garantie d'un engagement pour opérer une révision de la Constitution". Voilà ce que M. Jambon vient de nous annoncer! Monsieur Michel, c'est la contradiction de ce que vous nous dites. C'est le chantage permanent à la réforme de l'État si vous n'avez pas la politique que la N-VA désire!
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u222	[[01.193 Charles Michel, premier ministre:]] Je peux mesurer l'ampleur de la tristesse du collègue Olivier Maingain: lui, politiquement, vit de bombes institutionnelles et communautaires depuis bien des années.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u223	[[01.194 Barbara Pas (VB):]] Er wordt één belangrijk aspect vergeten in deze discussie. Het is inderdaad zo dat dit Parlement op het einde van deze legislatuur zich moet uitspreken over de vraag welke artikelen voor herziening vatbaar worden verklaard, maar ook de ministers moeten dat doen, niet de staatssecretarissen. Dus de vraag van collega Onkelinx is zeer terecht. Is daar een akkoord over, ja of neen? Ik leid af uit het antwoord van minister Jambon dat er alleen een akkoord is over wat in het regeerakkoord staat, niet meer of niet minder. Daaruit kan ik dus afleiden dat de Franstaligen die in deze Ministerraad zitten de zaken perfect kunnen blokkeren en een veto kunnen stellen op het einde van deze legislatuur.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u224	[[01.195 Francis Delpérée (cdH):]] Monsieur le président, monsieur le premier ministre, moi aussi j'ai lu l'accord. Deuxième page de l'accord: une phrase est incompréhensible: "On tiendra compte de la volonté des électeurs". Mais il ne manquerait plus que ça! "Comme le permet la Constitution", mais pourquoi a-t-on besoin de cette autorisation? Deuxième chose: en fait, vous nous annoncez déjà aujourd'hui qu'il y aura une déclaration de révision. Et M. Jambon confirme que cette déclaration de révision doit permettre des réformes institutionnelles. Dites-le!
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u225	[[01.196 Charles Michel, premier ministre:]] Permettez-moi de répondre que l'on est dans une situation amusante, totalement amusante, très, très amusante, où nous avons un accord de gouvernement clair et précis sur les questions institutionnelles qui dit qu'il y a un standstill sur les questions institutionnelles pendant cinq ans. Nous avons le gouvernement qui répond de manière répétée que, comme c'est de coutume en Belgique à la fin de la législature, on envisagera les questions éventuelles de révision de la Constitution. Je note au passage que dans ce pays, on peut faire beaucoup de réformes institutionnelles sans même toucher à la Constitution et donc sans faire de déclaration de révision de la Constitution; je me souviens parce que j'ai un peu de mémoire, que l'article 195 de la Constitution était une proposition du Parti Socialiste il y a quelques mois avant la fin de la législature et que nous avons, avec le cdH et d'autres partis, marqué notre opposition par rapport à cela. Mais on veut, de manière répétée, essayer de provoquer la guérilla institutionnelle, la guérilla communautaire! Ca ne marche pas sur le socio-économique et donc vous essayez la guerre institutionnelle; ça ne marchera pas! Cela ne marchera pas!
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u226	[[De voorzitter:]] De heer Calvo heeft het woord.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u227	[[01.197 Kristof Calvo (Ecolo-Groen):]] Collega’s, het kleinste kind kan zien wat er hier wordt geprobeerd. Zowel collega’s in de oppositie als in de regering zijn uit op polarisatie. Ik ben het met u eens, mijnheer de eerste minister. Wij hebben er als ecologisten aan meegewerkt om de communautaire agenda in de koelkast te steken. Wij vonden dat sociaal-economische hervormingen noodzakelijk waren. Ik ben het dus eens met u, als u zegt dat men moet ophouden met elk debat te communautariseren, maar begin met uw eigen ministers en uw eigen staatssecretarissen. Zij moeten hun symbolen, uitlatingen en polarisatie ook vijf jaar in de koelkast steken. Begin daar eens mee. Mijn tweede punt zijn de cijfers. Ik heb u willen laten uitspreken over de cijfers, maar de heer Jamar heeft een A3 met cijfers tot 2019. Het papier ligt hier op tafel. De budgettaire tabel ligt hier op tafel. Hij is die aan het lezen. Verdeel die tabel, maak die bekend. Stop met de cinema! Geef die cijfers! Geef die cijfers!!
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u228	[[De voorzitter:]] De heer Michel heeft het woord.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u229	[[01.198 Karin Temmerman (sp.a):]] (…)
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u230	[[De voorzitter:]] Straks, mevrouw Temmerman.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u231	[[01.199 Karin Temmerman (sp.a):]] (…) tweemaal het woord krijgt en ik nooit. Ik zou het graag weten.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u232	[[De voorzitter:]] Komaan, mevrouw Temmerman. De heer Michel heeft het woord.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u233	[[01.200 Karin Temmerman (sp.a):]] (…)
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u234	[[De voorzitter:]] De heer Michel heeft het woord.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u235	[[01.201 Eerste minister Charles Michel:]] Is het mogelijk om rustig en sereen verder te gaan? Ik zou graag de mogelijkheid krijgen om te reageren op de andere punten die in het debat door de Parlementsleden werden aangehaald. La fiscalité a été évoquée par plusieurs membres de ce parlement. Je veux vous confirmer, comme cela a déjà été dit tout à l'heure, que nous avons le souhait de protéger autant que possible les personnes qui travaillent, les personnes qui veulent travailler. En effet, il y a, pour une part, un glissement de fiscalité pour éviter, le plus possible, de pénaliser les personnes qui travaillent. C'est ainsi que ce gouvernement propose d'augmenter la fiscalité sur les banques, sur les opérations boursières et les constructions juridiques à l'étranger également dénommées trusts et, enfin, – cela n'avait pas été possible les années précédentes – de mettre un terme au privilège fiscal des intercommunales qui, tout en étant soumises à la concurrence avec le privé, ne payaient pas d'impôt. C'est ainsi qu'à l'avenir, elles paieront des impôts comme tout le monde. Sur le plan de la sécurité et de la justice, plusieurs parmi vous sont intervenus. Veiligheid is de eerste van de vrijheden van onze burgers. De Staat heeft een gigantische verantwoordelijkheid in het waarborgen van de veiligheid. Daarom nemen wij ook inzake veiligheid sterke beslissingen. Zo zetten wij de hervormingen op het terrein van Justitie voort. Tegelijkertijd is de politieke wil aanwezig om het Strafwetboek te hervormen en ook om de procedures te hervormen, met als algemene bedoeling dat er meer snelheid komt in een gerechtelijk proces. Dat is zeer belangrijk voor de slachtoffers en in ruimere zin voor alle burgers die bij Justitie betrokken kunnen zijn. Nous allons par exemple instaurer la procédure du plaider coupable pour permettre de gagner du temps, lorsque cela est possible sans mettre en question les droits fondamentaux et les droits de la défense. Sur le terrain de la sécurité, nous allons continuer à faire des efforts pour que le plus possible, nos policiers soient présents sur le terrain, au plus près des préoccupations, pour garantir la sécurité; et le moins possible retenus par des charges administratives dans les bureaux. C'est une ligne de conduite extrêmement importante pour ce qui nous concerne. Nous allons y être très mobilisés. Enfin, il y a un autre point important en matière de sécurité: c'est la question de la montée en puissance de l'extrémisme, du radicalisme et du terrorisme. Nous sommes confrontés à un monde qui se transforme. Nous ne sommes plus dans la période de régime bipolaire avec deux mondes qui se font face et qui s'affrontent. Les menaces sur le plan international sont devenues multipolaires. Les gouvernements sont confrontés à de nouvelles formes de danger. Bien entendu, je peux imaginer que dans cette assemblée, nous sommes tous terriblement choqués par la montée en puissance, parfois à quelques heures d'avion de nos frontières, de régions du monde où l'extrémisme, la barbarie et le terrorisme sont la loi et sont la règle. Nous avons la conviction que notre gouvernement doit prendre au sérieux cette menace pour l'ensemble de nos concitoyens, en étant mobilisé dans une forme de solidarité internationale sur le plan de la capacité à défendre des valeurs fondamentales et des principes qui nous tiennent à cœur, mais aussi en étant mobilisé et déterminé sur le territoire belge, avec des mesures claires, fortes, que j'ai détaillées hier dans la déclaration gouvernementale et sur lesquelles nous aurons l'occasion, dans les débats parlementaires, de revenir pour mettre en œuvre des initiatives législatives. Ik bevestig ook dat een hoge veiligheidsraad met de betrokken ministers en de eerste minister een belangrijk initiatief zal zijn. Hij zal een zeer belangrijke rol vervullen in dit kader. Dat is een belangrijk signaal en een belangrijke boodschap.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u236	[[01.202 Christian Brotcorne (cdH):]] Monsieur le président, j'essaie de savoir dans quelle partie du débat nous nous situons. J'entends le premier ministre répondre à des questions posées ce matin dans l'hémicycle. Je l'entends aussi répondre à des questions qui ne lui ont même pas encore été posées.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u237	[[01.203 Charles Michel, premier ministre:]] Vous auriez dû être présent.
