Country	orgType	orgID	AbbrName	FullName	From	To	Orientation-LR	Wikipedia	CHES-ID
NO	government	government.NO	NO	Norwegian Government	-	-	-	-	-
NO	parliament	ST	ST	The Storting, the Norwegian Parliament	1814	-	-	https://en.wikipedia.org/wiki/Storting	-
NO	parliament	LT	LT	Lagtinget	1814-05-17	2009-10-01	-	-	-
NO	parliament	OT	OT	Odelstinget	1814-05-17	2009-10-01	-	-	-
NO	parliamentaryGroup	party.A	A	Arbeiderpartiet	-	-	Centre-left	https://en.wikipedia.org/wiki/Labour_Party_(Norway)	Ap
NO	parliamentaryGroup	party.H	H	Høyre	-	-	Centre-right	https://en.wikipedia.org/wiki/Conservative_Party_(Norway)	H
NO	parliamentaryGroup	party.FRP	FrP	Fremskrittspartiet	-	-	Right	https://en.wikipedia.org/wiki/Progress_Party_(Norway)	FrP
NO	parliamentaryGroup	party.SP	Sp	Senterpartiet	-	-	Centre	https://en.wikipedia.org/wiki/Centre_Party_(Norway)	Sp
NO	parliamentaryGroup	party.SV	SV	Sosialistisk Venstreparti	-	-	Left	https://en.wikipedia.org/wiki/Socialist_Left_Party_(Norway)	SV
NO	parliamentaryGroup	party.KRF	KrF	Kristelig Folkeparti	-	-	Centre to centre-right	https://en.wikipedia.org/wiki/Christian_Democratic_Party_(Norway)	KrF
NO	parliamentaryGroup	party.V	V	Venstre	-	-	Centre	https://en.wikipedia.org/wiki/Liberal_Party_(Norway)	V
NO	parliamentaryGroup	party.MDG	MDG	Miljøpartiet De Grønne	-	-	Centre-left	https://en.wikipedia.org/wiki/Green_Party_(Norway)	MDG
NO	parliamentaryGroup	party.R	R	Rødt	-	-	Left to far-left	https://en.wikipedia.org/wiki/Red_Party_(Norway)	RV
NO	parliamentaryGroup	party.PF	PF	Pasientfokus	-	-	Single Issue Politics	https://en.wikipedia.org/wiki/Patient_Focus_(Norway)	-
NO	parliamentaryGroup	party.KP	A	Kystpartiet	-	-	Centre-left	https://en.wikipedia.org/wiki/Labour_Party_(Norway)	Ap
NO	parliamentaryGroup	party.TF	TF	Tverrpolitisk Folkevalgte (Kystpartiet)	-	-	Centre-right	https://en.wikipedia.org/wiki/Coastal_Party	-
NO	parliamentaryGroup	party.UAV	UAV	Uavhengig	-	-	-	-	-
PL	government	government.PL	PL	Government of the Republic of Poland	-	-	-	-	-
PL	parliament	parliament.Sejm	Sejm	Sejm	-	-	-	-	-
PL	parliament	parliament.Senat	Senat	Senat	-	-	-	-	-
PL	parliamentaryGroup	party.KO	KO	Klub Parlamentarny Platforma Obywatelska – Koalicja Obywatelska	-	-	-	https://en.wikipedia.org/wiki/Civic_Coalition_(Poland)	-
PL	parliamentaryGroup	party.KP-PSL	KP-PSL	Koło Senatorów Koalicja Polska – Polskie Stronnictwo Ludowe	-	-	Centre to centre-right	https://en.wikipedia.org/wiki/Polish_Coalition	-
PL	parliamentaryGroup	party.Konfederacja	Konfederacja	Koło Poselskie Konfederacja	-	-	Far-right	https://en.wikipedia.org/wiki/Confederation_Liberty_and_Independence	Konfederacia
PL	parliamentaryGroup	party.Kukiz15	Kukiz15	Klub Poselski Kukiz’15	-	-	Centre-right to right	https://en.wikipedia.org/wiki/Kukiz%2715	Kukiz
PL	parliamentaryGroup	party.Lewica	Lewica	Koalicyjny Klub Parlamentarny Lewicy	-	-	Centre-left to left	https://en.wikipedia.org/wiki/The_Left_(Poland)	-
PL	parliamentaryGroup	party.PiS	PiS	Klub Parlamentarny Prawo i Sprawiedliwość	-	-	Right	https://en.wikipedia.org/wiki/Law_and_Justice	PiS
PL	parliamentaryGroup	party.PrzywrócićPrawo	PrzywrócićPrawo	Koło Poselskie Przywrócić Prawo	-	-	-	-	-
PL	parliamentaryGroup	party.Teraz	Teraz	Koło Poselskie Teraz!	-	-	Centre	https://en.wikipedia.org/wiki/Now!_(political_party)	-
PL	parliamentaryGroup	party.UPR	UPR	Koło Poselskie Unia Polityki Realnej	-	-	Centre-right to right	https://en.wikipedia.org/wiki/Real_Politics_Union	-
PT	republic	Presidency	Presidency	Presidência da República Portuguesa	-	-	-	-	-
PT	parliament	Parliament	Parliament	Assembleia da República Portuguesa	-	-	-	-	-
PT	government	Government	Government	Governo	-	-	-	-	-
PT	politicalParty	PSD	PSD	Partido Social Democrata	1974-04-25	-	Centre-right	https://en.wikipedia.org/wiki/Social_Democratic_Party_(Portugal)	PSD
PT	politicalParty	CDS-PP	CDS-PP	Centro Democrático Social - Partido Popular	1974-04-25	-	Centre-right to right	https://en.wikipedia.org/wiki/CDS_–_People's_Party	CDS-PP PP CDS/PP
PT	politicalParty	PS	PS	Partido Socialista	1974-04-25	-	Centre-left	https://en.wikipedia.org/wiki/Socialist_Party_(Portugal)	PS
PT	politicalParty	PCP	PCP	Partido Comunista Português	1974-04-25	-	Left to far-left	https://en.wikipedia.org/wiki/Portuguese_Communist_Party	PCP
PT	politicalParty	BE	BE	Bloco de Esquerda	1974-04-25	-	Left to far-left	https://en.wikipedia.org/wiki/Left_Bloc_(Portugal)	BE
PT	politicalParty	PEV	PEV	Partido Ecologista "Os Verdes"	1974-04-25	-	Left	https://en.wikipedia.org/wiki/Ecologist_Party	PEV
PT	politicalParty	PAN	PAN	Pessoas-Animais-Natureza	1974-04-25	-	Centre-left	https://en.wikipedia.org/wiki/People_Animals_Nature	PAN
PT	politicalParty	CH	CH	Chega	1974-04-25	-	Right to far-right	https://en.wikipedia.org/wiki/Chega_(political_party)	-
PT	politicalParty	L	L	Livre	1974-04-25	-	Centre-left to left	https://en.wikipedia.org/wiki/LIVRE	-
PT	politicalParty	IL	IL	Iniciativa Liberal	1974-04-25	-	Centre-right to right	https://en.wikipedia.org/wiki/Liberal_Initiative	-
PT	politicalParty	Independente	Independente	Independente	1974-04-25	-	-	-	-
PT	politicalParty	Não-inscrito	Não-inscrito	Não-inscrito	1974-04-25	-	-	-	-
PT	parliamentaryGroup	PG.GP-PSD	GP-PSD	Grupo Parlamentar do Partido Social Democrata	-	-	Centre-right	https://en.wikipedia.org/wiki/Social_Democratic_Party_(Portugal)	-
PT	parliamentaryGroup	PG.GP-CDS-PP	GP-CDS-PP	Grupo Parlamentar do Centro Democrático Social - Partido Popular	-	-	Centre-right to right	https://en.wikipedia.org/wiki/CDS_–_People's_Party	-
PT	parliamentaryGroup	PG.GP-PS	GP-PS	Grupo Parlamentar do Partido Socialista	-	-	Centre-left	https://en.wikipedia.org/wiki/Socialist_Party_(Portugal)	-
PT	parliamentaryGroup	PG.GP-PCP	GP-PCP	Grupo Parlamentar do Partido Comunista Português	-	-	Left to far-left	https://en.wikipedia.org/wiki/Portuguese_Communist_Party	-
PT	parliamentaryGroup	PG.GP-BE	GP-BE	Grupo Parlamentar do Bloco de Esquerda	-	-	Left to far-left	https://en.wikipedia.org/wiki/Left_Bloc_(Portugal)	-
PT	parliamentaryGroup	PG.GP-PEV	GP-PEV	Grupo Parlamentar do Partido Ecologista "Os Verdes"	-	-	Left	https://en.wikipedia.org/wiki/Ecologist_Party	-
PT	parliamentaryGroup	PG.GP-PAN	GP-PAN	Grupo Parlamentar do Pessoas-Animais-Natureza	-	-	Centre-left	https://en.wikipedia.org/wiki/People_Animals_Nature	-
PT	parliamentaryGroup	PG.GP-CH	GP-CH	Grupo Parlamentar do Chega	-	-	Right to far-right	https://en.wikipedia.org/wiki/Chega_(political_party)	-
PT	parliamentaryGroup	PG.GP-L	GP-L	Grupo Parlamentar do Livre	-	-	Centre-left to left	https://en.wikipedia.org/wiki/LIVRE	-
PT	parliamentaryGroup	PG.GP-IL	GP-IL	Grupo Parlamentar do Iniciativa Liberal	-	-	Centre-right to right	https://en.wikipedia.org/wiki/Liberal_Initiative	-
RS	government	government.RS	RS	Government of the Republic of Serbia	1991-02-11	-	-	-	-
RS	parliament	NS	NS	National Assembly of the Republic of Serbia	1990-09-28	-	-	https://en.wikipedia.org/wiki/National_Assembly_(Serbia)	-
RS	parliamentaryGroup	party.SPS	SPS	Socijalistička partija Srbije	-	-	Centre-left	https://en.wikipedia.org/wiki/Socialist_Party_of_Serbia	-
RS	parliamentaryGroup	party.LSV	LSV	Liga socijaldemokrata Vojvodine	-	-	Centre-left	https://en.wikipedia.org/wiki/League_of_Social_Democrats_of_Vojvodina	-
RS	parliamentaryGroup	party.NSS	NSS	Narodna seljačka stranka	-	-	Centre-right	https://sr.wikipedia.org/wiki/Народна_сељачка_странка	-
RS	parliamentaryGroup	party.SRS	SRS	Srpska radikalna stranka	-	-	Far-right	https://en.wikipedia.org/wiki/Serbian_Radical_Party	-
RS	parliamentaryGroup	party.SPO	SPO	Srpski pokret obnove	-	-	Centre-right	https://en.wikipedia.org/wiki/Serbian_Renewal_Movement	-
RS	parliamentaryGroup	party.SVM	SVM	Savez vojvođanskih Mađara	-	-	Centre-right	https://en.wikipedia.org/wiki/Alliance_of_Vojvodina_Hungarians	-
RS	parliamentaryGroup	party.DA	DA	Demokratska alternativa	-	-	Centre-left	https://en.wikipedia.org/wiki/Democratic_Alternative_(Serbia)	-
RS	parliamentaryGroup	party.DKPB	DKPB	Demokratska koalicija Preševo – Bujanovac	-	-	-	-	-
RS	parliamentaryGroup	party.DS	DS	Demokratska stranka	-	-	Centre-left	https://en.wikipedia.org/wiki/Democratic_Party_(Serbia)	-
RS	parliamentaryGroup	party.DSS	DSS	Demokratska stranka Srbije	-	-	Right	https://en.wikipedia.org/wiki/New_Democratic_Party_of_Serbia	-
RS	parliamentaryGroup	party.GSS	GSS	Građanski savez Srbije	-	-	Centre	https://en.wikipedia.org/wiki/Civic_Alliance_of_Serbia	-
RS	parliamentaryGroup	party.DHSS	DHSS	Demohrišćanska stranka Srbije	-	-	Centre to centre-right	https://en.wikipedia.org/wiki/Christian_Democratic_Party_of_Serbia	-
RS	parliamentaryGroup	party.NS	NS	Nova Srbija	-	-	Right	https://en.wikipedia.org/wiki/New_Serbia_(political_party)	-
RS	parliamentaryGroup	party.SDU	SDU	Socijaldemokratska unija	-	-	Centre-left to left	https://en.wikipedia.org/wiki/Social_Democratic_Union_(Serbia)	-
RS	parliamentaryGroup	party.SDP	SDP	Sandžačka demokratska partija	-	-	Centre-right	https://sr.wikipedia.org/wiki/Санџачка_демократска_партија	-
RS	parliamentaryGroup	party.LŠ	LŠ	Liga za Šumadiju	-	-	-	https://en.wikipedia.org/wiki/League_for_Šumadija	-
RS	parliamentaryGroup	party.SSJ	SSJ	Stranka srpskog jedinstva	-	-	Far-right	https://en.wikipedia.org/wiki/Party_of_Serbian_Unity	-
RS	parliamentaryGroup	party.DOS	DOS	Demokratska opozicija Srbije	-	-	Big tent	https://en.wikipedia.org/wiki/Democratic_Opposition_of_Serbia	-
RS	parliamentaryGroup	party.BDSS	BDSS	Bošnjačka demokratska stranka Sandžaka	-	-	Right	https://en.wikipedia.org/wiki/Bosniak_Democratic_Party_of_Sandžak	-
RS	parliamentaryGroup	party.G17	G17	G17 Plus	-	-	Centre-right	https://en.wikipedia.org/wiki/G17_Plus	-
RS	parliamentaryGroup	party.SDPS	SDPS	Socijaldemokratska partija Srbije	-	-	Centre-left	https://en.wikipedia.org/wiki/Social_Democratic_Party_of_Serbia	-
RS	parliamentaryGroup	party.SLPS	SLPS	Socijalno-liberalna partija Sandžaka	-	-	Centre-left	https://en.wikipedia.org/wiki/Social_Liberal_Party_of_Sandžak	-
RS	parliamentaryGroup	party.SLS	SLS	Srpska liberalna stranka	-	-	Right	https://en.wikipedia.org/wiki/Serbian_Liberal_Party	-
RS	parliamentaryGroup	party.DSHV	DSHV	Demokratski savez Hrvata u Vojvodini	-	-	-	https://en.wikipedia.org/wiki/Democratic_Alliance_of_Croats_in_Vojvodina	-
RS	parliamentaryGroup	party.JS	JS	Jedinstvena Srbija	-	-	Right	https://en.wikipedia.org/wiki/United_Serbia	-
RS	parliamentaryGroup	party.LDP	LDP	Liberalno-demokratska partija	-	-	Centre	https://en.wikipedia.org/wiki/Liberal_Democratic_Party_(Serbia)	-
RS	parliamentaryGroup	party.PDD	PDD	Partija za demokratsko delovanje	-	-	Centre-right	https://sr.wikipedia.org/wiki/Партија_за_демократско_деловање	-
RS	parliamentaryGroup	party.RP	RP	Romska partija	-	-	Left	https://sr.wikipedia.org/wiki/Ромска_партија	-
RS	parliamentaryGroup	party.URS	URS	Unija Roma Srbije	-	-	-	https://en.wikipedia.org/wiki/Roma_Union_of_Serbia	-
RS	parliamentaryGroup	party.SDA	SDA	Stranka demokratske akcije Sandžaka	-	-	Right	https://en.wikipedia.org/wiki/Party_of_Democratic_Action_of_Sandžak	-
RS	parliamentaryGroup	party.PUPS	PUPS	Partija ujedinjenih penzionera Srbije	-	-	Right	https://en.wikipedia.org/wiki/PUPS_–_Solidarity_and_Justice	-
RS	parliamentaryGroup	party.BDZ	BDZ	Bošnjačka demokratska zajednica	-	-	-	https://en.wikipedia.org/wiki/Bosniak_Democratic_Union	-
RS	parliamentaryGroup	party.BNS	BNS	Bošnjačka narodna stranka	-	-	-	-	-
RS	parliamentaryGroup	party.BOGS	BogS	Bogata Srbija	-	-	Right to far-right	https://en.wikipedia.org/wiki/Third_Serbia_–_Rich_Serbia	-
RS	parliamentaryGroup	party.DPM	DPM	Demokratska partija na Makedonca	-	-	-	https://en.wikipedia.org/wiki/Democratic_Party_of_Macedonians	-
RS	parliamentaryGroup	party.NОPO	NОPO	Nijedan od ponuđenih odgovora	-	-	Centre	https://sh.wikipedia.org/wiki/Nijedan_od_ponuđenih_odgovora_(politička_stranka)	-
RS	parliamentaryGroup	party.PS	PS	Pokret socijalista	-	-	Left	https://en.wikipedia.org/wiki/Movement_of_Socialists	-
RS	parliamentaryGroup	party.PSSBK	PSSBK	Pokret Snaga Srbije – BK	-	-	Centre-right	https://sh.wikipedia.org/wiki/Pokret_Snaga_Srbije	-
RS	parliamentaryGroup	party.SNS	SNS	Srpska napredna stranka	-	-	Big tent	https://sr.wikipedia.org/wiki/Српска_напредна_странка	-
RS	parliamentaryGroup	party.ZS	ZS	Zeleni Srbije	-	-	Centre-left	https://en.wikipedia.org/wiki/Greens_of_Serbia	-
RS	parliamentaryGroup	party.ZZŠ	ZZŠ	Zajedno za Šumadiju	-	-	Centre-right	https://en.wikipedia.org/wiki/Together_for_Šumadija	-
RS	parliamentaryGroup	party.NOVA	Nova	Nova stranka	-	-	Centre	https://en.wikipedia.org/wiki/New_Party_(Serbia)	-
RS	parliamentaryGroup	party.SDS	SDS	Socijaldemokratska stranka	-	-	Centre-left	https://en.wikipedia.org/wiki/Social_Democratic_Party_(Serbia)	-
RS	parliamentaryGroup	party.USS	USS	Ujedinjena seljačka stranka	-	-	Centre-right	https://en.wikipedia.org/wiki/United_Peasant_Party	-
RS	parliamentaryGroup	party.ZZS	ZZS	Zajedno za Srbiju	-	-	Centre-left	https://en.wikipedia.org/wiki/Together_for_Serbia	-
RS	parliamentaryGroup	party.DVERI	Dveri	Srpski pokret Dveri	-	-	Right to far-right	https://en.wikipedia.org/wiki/Dveri	-
RS	parliamentaryGroup	party.SNP	SNP	Srpska narodna partija	-	-	Right	https://en.wikipedia.org/wiki/Serbian_People's_Party_(2014)	-
RS	parliamentaryGroup	party.ZES	ZES	Zelena stranka	-	-	Centre-left	https://en.wikipedia.org/wiki/Green_Party_(Serbia)	-
RS	parliamentaryGroup	party.DJB	DJB	Dosta je bilo	-	-	Right to far-right	https://en.wikipedia.org/wiki/Enough_is_Enough_(party)	-
RS	parliamentaryGroup	party.SPP	SPP	Stranka pravde i pomirenja	-	-	Right	https://sr.wikipedia.org/wiki/Странка_правде_и_помирења	-
RS	parliamentaryGroup	party.KP	KP	Komunistička partija	-	-	Far-left	https://en.wikipedia.org/wiki/Communist_Party_(Serbia)	-
RS	parliamentaryGroup	party.BS	BS	Bolja Srbija	-	-	Right	https://en.wikipedia.org/wiki/Better_Serbia	-
RS	parliamentaryGroup	party.SSP	SSP	Stranka slobode i pravde	-	-	Centre-left	https://en.wikipedia.org/wiki/Party_of_Freedom_and_Justice	-
RS	parliamentaryGroup	party.ZZV	ZZV	Zajedno za Vojvodinu	-	-	Centre-left	https://en.wikipedia.org/wiki/Together_for_Vojvodina_(party)	-
RS	parliamentaryGroup	party.NEZAVISNI	nezavisni	nezavisni	-	-	-	-	-
RS	parliamentaryGroup	party.APPS	APPS	APPS	-	-	-	-	-
RS	parliamentaryGroup	party.AZP	AZP	AZP	-	-	Right	https://sr.wikipedia.org/wiki/Алтернатива_за_промене	-
RS	parliamentaryGroup	party.BI	BI	BI	-	-	-	-	-
RS	parliamentaryGroup	party.DLR	DLR	DLR	-	-	-	-	-
RS	parliamentaryGroup	party.KV	KV	KV	-	-	Centre-left	https://en.wikipedia.org/wiki/Vojvodina_Coalition	-
RS	parliamentaryGroup	party.LDP4	LDP4	LDP4	-	-	Centre	https://en.wikipedia.org/wiki/Liberal_Democratic_Party_(Serbia)	-
RS	parliamentaryGroup	party.LSD	LSD	LSD	-	-	-	-	-
RS	parliamentaryGroup	party.NL	NL	NL	-	-	-	-	-
RS	parliamentaryGroup	party.PPPS	PPPS	PPPS	-	-	-	-	-
RS	parliamentaryGroup	party.PREOKRET	PREOKRET	PREOKRET	-	-	Centre	https://en.wikipedia.org/wiki/U-Turn_(Serbian_coalition)	-
RS	parliamentaryGroup	party.PVS	PVS	PVS	-	-	-	-	-
RS	parliamentaryGroup	party.PVU	PVU	PVU	-	-	-	-	-
RS	parliamentaryGroup	party.PZDD	PZDD	PZDD	-	-	Centre-right	https://sr.wikipedia.org/wiki/Партија_за_демократско_деловање	-
RS	parliamentaryGroup	party.PŽK	PŽK	PŽK	-	-	-	-	-
RS	parliamentaryGroup	party.UG	UG	UG	-	-	-	-	-
RS	parliamentaryGroup	party.LK	LK	LK	-	-	-	-	-
SE	parliament	Riksdagen	Riksdagen	Sveriges riksdag	-	-	-	-	-
SE	government	GOV	GOV	Sveriges regering	-	-	-	-	-
SE	parliamentaryGroup	Q50383811	Q50383811	Alternativ för Sverige	-	-	Far-right	https://en.wikipedia.org/wiki/Alternative_for_Sweden	-
SE	parliamentaryGroup	Q110832	C	Centerpartiet	-	-	Centre to centre-right	https://en.wikipedia.org/wiki/Centre_Party_(Sweden)	C
SE	parliamentaryGroup	Q3360009	Q3360009	Centerpartiets ungdomsförbund	-	-	Centre	https://en.wikipedia.org/wiki/Centre_Party_Youth	-
SE	parliamentaryGroup	Q213654	KD	Kristdemokraterna	-	-	Centre-right to right	https://en.wikipedia.org/wiki/Christian_Democrats_(Sweden)	KD
SE	parliamentaryGroup	Q110857	L	Liberalerna	-	-	Centre-right	https://en.wikipedia.org/wiki/Liberals_(Sweden)	L
SE	parliamentaryGroup	Q213451	MP	Miljöpartiet	-	-	Centre-left	https://en.wikipedia.org/wiki/Green_Party_(Sweden)	MP
SE	parliamentaryGroup	Q10585380	Q10585380	Miljöpartister i Svenska kyrkan De Gröna	-	-	Centre-left	https://sv.wikipedia.org/wiki/Miljöpartister_i_Svenska_kyrkan_De_Gröna	-
SE	parliamentaryGroup	Q110843	M	Moderaterna	-	-	Centre-right	https://en.wikipedia.org/wiki/Moderate_Party	M
SE	parliamentaryGroup	Q61791721	Q61791721	Partiet Vändpunkt	-	-	-	-	-
SE	parliamentaryGroup	Q105112	S	Socialdemokraterna	-	-	Centre-left	https://en.wikipedia.org/wiki/Swedish_Social_Democratic_Party	SAP S/SAP
SE	parliamentaryGroup	Q504069	SD	Sverigedemokraterna	-	-	Right to far-right	https://en.wikipedia.org/wiki/Sweden_Democrats	SD
SE	parliamentaryGroup	Q110837	V	Vänsterpartiet	-	-	Left	https://en.wikipedia.org/wiki/Left_Party_(Sweden)	V
SE	parliamentaryGroup	Q327591	independent	partilös	-	-	-	-	-
SI	parliament	DZ	DZ	National Assembly of the Republic of Slovenia	1992-12-23	-	-	https://en.wikipedia.org/wiki/National_Assembly_(Slovenia)	-
SI	parliamentaryGroup	party.DLGV	DLGV	Gregor Virant's Civic List	2011-10-21	2012-04-24	Right	https://en.wikipedia.org/wiki/Civic_List_(Slovenia)	-
SI	parliamentaryGroup	party.DL	DL	Civic List	2012-04-24	-	Centre to centre-right	https://en.wikipedia.org/wiki/Civic_List_(Slovenia)	-
SI	parliamentaryGroup	party.DeSUS	DeSUS	Democratic Party of Pensioners of Slovenia	1991-05-30	-	Centre to centre-left	https://en.wikipedia.org/wiki/Democratic_Party_of_Pensioners_of_Slovenia	DeSUS
SI	parliamentaryGroup	party.LDS.2	LDS	Liberal Democracy of Slovenia	1994-03-12	-	Centre to centre-left	https://en.wikipedia.org/wiki/Liberal_Democracy_of_Slovenia	LDS
SI	parliamentaryGroup	party.Levica.1	ZL	United Left	2014-03-01	2017-06-24	Left	https://en.wikipedia.org/wiki/United_Left_(Slovenia)	ZL
SI	parliamentaryGroup	party.Levica.2	Levica	The Left	2017-06-24	-	Left	https://en.wikipedia.org/wiki/The_Left_(Slovenia)	ZL Levica
SI	parliamentaryGroup	party.LMŠ	LMŠ	The List of Marjan Šarec	2014-05-31	-	Centre to centre-left	https://en.wikipedia.org/wiki/List_of_Marjan_%C5%A0arec	LMS
SI	parliamentaryGroup	party.Lipa	Lipa	Party Lime Tree	2008-03-01	-	-	https://en.wikipedia.org/wiki/Lipa_(political_party)	-
SI	parliamentaryGroup	party.NeP	NeP	Unrelated members of parliament	-	-	-	-	-
SI	parliamentaryGroup	party.NP	NP	Parliamentary group of unrelated members of parliament	-	-	-	-	-
SI	ethnicCommunity	party.IMNS	IMNS	Members of the Italian and Hungarian national communities	-	-	-	-	-
SI	parliamentaryGroup	party.NSi	NSi	New Slovenia – Christian Democrats	2000-08-04	-	Centre-right	https://en.wikipedia.org/wiki/New_Slovenia	NSI
SI	parliamentaryGroup	party.PS	PS	Positive Slovenia	2011-10-22	-	Centre to centre-left	https://en.wikipedia.org/wiki/Positive_Slovenia	PS
SI	parliamentaryGroup	party.SD	SD	Social Democrats	2005-04-02	-	Centre-left	https://en.wikipedia.org/wiki/Social_Democrats_(Slovenia)	ZLSD SD
SI	parliamentaryGroup	party.SDS.1	SDS	Social Democratic Union of Slovenia	1989-02-16	2003-09-19	Right	https://en.wikipedia.org/wiki/Slovenian_Democratic_Party	SDS
SI	parliamentaryGroup	party.SDS.2	SDS	Slovenian Democratic Party	2003-09-19	-	Right	https://en.wikipedia.org/wiki/Slovenian_Democratic_Party	SDS
SI	parliamentaryGroup	party.SLS.2	SLS	Slovenian People's Party	2001-12-17	-	Centre-right	https://en.wikipedia.org/wiki/Slovenian_People%27s_Party	SLS
SI	parliamentaryGroup	party.SLS-SKD	SLS+SKD	Slovenian People's Party and Slovene Christian Democrats	2000-04-15	2001-12-17	Centre-right	https://sl.wikipedia.org/wiki/SLS+SKD_Slovenska_ljudska_stranka	SLS-SKD
SI	parliamentaryGroup	party.SMC.1	SMC	Party of Miro Cerar	2014-06-02	2015-03-07	Centre to centre-left	https://en.wikipedia.org/wiki/Modern_Centre_Party	SMC
SI	parliamentaryGroup	party.SMC.2	SMC	Modern Centre Party	2015-03-07	2021-12-04	Centre to centre-left	https://en.wikipedia.org/wiki/Modern_Centre_Party	SMC
SI	parliamentaryGroup	party.Konkretno	Konkretno	Concretely	2021-12-04	-	Centre	https://en.wikipedia.org/wiki/Concretely	-
SI	politicalParty	party.GAS	GAS	Gospodarsko aktivna stranka	2017-06-24	2021-12-04	Centre-right	https://sl.wikipedia.org/wiki/Gospodarsko_aktivna_stranka	-
SI	parliamentaryGroup	party.SMS	SMS	Youth Party of Slovenia	2000-07-04	2009-07-04	Centre-left	https://en.wikipedia.org/wiki/Youth_Party_%E2%80%93_European_Greens	SMS
SI	parliamentaryGroup	party.SNS	SNS	Slovenian National Party	1991-03-17	-	Right to far-right	https://en.wikipedia.org/wiki/Slovenian_National_Party	SNS
SI	parliamentaryGroup	party.ZLSD	ZLSD	United List of Social Democrats	1993-05-29	2005-04-02	Centre-left	https://en.wikipedia.org/wiki/Social_Democrats_(Slovenia)	ZLSD
SI	parliamentaryGroup	party.ZaAB	ZaAB	Alliance of Alenka Bratušek	2014-05-31	2016-05-21	Centre-left	https://en.wikipedia.org/wiki/Party_of_Alenka_Bratu%C5%A1ek	ZaAB
SI	politicalParty	party.ZaSLD	ZaSLD	Alliance of Social Liberal Democrats	2016-05-21	2017-10-07	Centre-left	https://en.wikipedia.org/wiki/Party_of_Alenka_Bratu%C5%A1ek	AB
SI	parliamentaryGroup	party.SAB	SAB	Party of Alenka Bratušek	2017-10-07	-	Centre-left	https://en.wikipedia.org/wiki/Party_of_Alenka_Bratu%C5%A1ek	AB
SI	parliamentaryGroup	party.Zares.1	Zares	Really — New Politics	2007-10-06	2011-10-15	Centre-left	https://en.wikipedia.org/wiki/Zares	Zares
SI	parliamentaryGroup	party.Zares.2	Zares	Really — Social Liberals	2011-10-15	2015-10-06	Centre-left	https://en.wikipedia.org/wiki/Zares	Zares
SI	government	GOV	GOV	Government of the Republic of Slovenia	1990-05-16	-	-	-	-
TR	politicalParty	party.Zafer	Zafer	Victory Party	2021-08-26	-	Right to far-right	https://en.wikipedia.org/wiki/Victory_Party_(Turkey)	-
TR	politicalParty	party.MSP	MSP	National Salvation Party	1972-10-11	1981-10-16	Far-right	https://en.wikipedia.org/wiki/National_Salvation_Party	-
TR	politicalParty	party.SODEP	SODEP	Social Democracy Party	1983-06-06	1985-11-03	Centre-left	https://en.wikipedia.org/wiki/Social_Democracy_Party_(Turkey)	-
TR	politicalParty	party.YURTP	YURTP	Homeland Party	2002-03-14	-	Right	https://en.wikipedia.org/wiki/Homeland_Party_(Turkey)	-
TR	politicalParty	party.YENİPARTİ	YENİPARTİ	New Party	2008-06-23	2012-05-20	Centre-left	https://en.wikipedia.org/wiki/New_Party_(Turkey)	-
TR	politicalParty	party.AP	AP	Justice Party	1961-02-11	1981-10-16	Centre-right	https://en.wikipedia.org/wiki/Justice_Party_(Turkey)	-
TR	politicalParty	party.ATP	ATP	Bright Turkey Party	1998-10-27	2010-04-11	Right	https://en.wikipedia.org/wiki/	-
TR	politicalParty	party.DGP	DGP	Democratic Progress Party	2014-11-04	2015-03-31	Right	https://en.wikipedia.org/wiki/Democratic_Progress_Party	-
TR	politicalParty	party.YTP	YTP	New Turkey Party	2002-07-22	2004-10-24	Centre-right	https://en.wikipedia.org/wiki/New_Turkey_Party_(2002)	-
TR	politicalParty	party.HEP	HEP	People's Labor Party	1990-01-01	1993-07-14	Left	https://en.wikipedia.org/wiki/People's_Labour_Party_(Turkey)	-
TR	politicalParty	party.YP	YP	Innovation Party (Turkey)	2020-01-01	-	Centre to centre-left	https://en.wikipedia.org/wiki/Innovation_Party_(Turkey)	-
TR	politicalParty	party.TIP	TIP	Workers' Party of Turkey	2017-11-07	-	Left to far-left	https://en.wikipedia.org/wiki/Workers'_Party_of_Turkey_(2017)	-
TR	politicalParty	party.SHP	SHP	Social Democratic Populist Party	1985-11-03	1995-02-18	Centre-left	https://en.wikipedia.org/wiki/Social_Democratic_Populist_Party_(Turkey)	-
TR	politicalParty	party.Saadet	Saadet	Felicity Party	2001-07-20	-	Right to far-right	https://en.wikipedia.org/wiki/Felicity_Party	-
TR	politicalParty	party.Refah	Refah	Welfare Party	1983-07-19	1998-01-16	Right to far-right	https://en.wikipedia.org/wiki/Welfare_Party	-
TR	politicalParty	party.SOL	SOL	Left Party	2019-12-22	-	Left to far-left	https://en.wikipedia.org/wiki/Left_Party_(Turkey)	-
TR	politicalParty	party.ÖDP	ÖDP	Freedom and Solidarity Party	1994-06-08	2019-12-21	Centre-left	https://en.wikipedia.org/wiki/Left_Party_(Turkey)	-
TR	parliamentaryGroup	parliamentaryGroup.MHP	MHP	Nationalist Movement Party	-	-	Right to far-right	https://en.wikipedia.org/wiki/Nationalist_Movement_Party	MHP
